Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,65.14165,0,0,102.58,123.5453,5.241333,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3316846,-0.590164,0.8536765,-0.3954993,911.0475,61.11267,11.01181,-5.220122,100.628,123.1456,5.629405,441.940478022759,439.2419,48.76412,387.136272604441,385.6622,26.41646,84.4083,86.08157,184.0801,10.88918
1.999998,B,1.999998,0.6513059,0.08766552,0.8588871,0.06013425,653.5554,57.33348,41.83334,2.953284,98.67603,123.4835,6.201865,311.241583927362,309.714,30.79873,753.215189300096,749.7743,64.57898,84.60895,85.07719,766.0757,57.91032
2.999998,B,2.999998,0.8985105,-0.005526316,0.8707141,-0.003604568,584.6763,54.3532,78.09735,-0.3249871,96.72405,123.5416,6.704391,267.879239857254,266.1655,30.2525,1034.46865190015,1029.377,95.17541,84.30743,84.71749,1660.901,138.0248
3.999997,B,3.999997,1.078176,0.002064641,2.368737,0.001855516,594.9646,51.45472,292.9752,0.230082,94.77207,127.3861,8.1535,156.885430394475,155.5706,20.26886,1235.03348012098,1228.53,119.242,84.11957,84.4562,2802.924,246.3163
5.00002,B,5.00002,1.229192,0.001442327,1.891536,0.001221512,592.0626,48.54787,288.8503,0.1869837,92.82004,126.6935,8.468369,169.009916304587,167.5599,22.09144,1401.81923280129,1393.968,140.8216,83.93459,84.23143,4114.199,376.2173
6.000038,S,0.18,1.294265,0.01477275,0.750204,0.005531038,0,24.16745,72.80434,0.5358225,53.15,62.35533,2.950425,-128.952265319284,-128.5089,-10.68407,1465.77000715041,1457.218,150.7707,83.8225,84.09293,5573.752,525.9988
7.000038,S,1.179999,1.193196,0.002395608,0.7863538,-0.00008716324,0,24.16745,61.10946,-0.006762263,53.15,62.42804,2.973732,-113.399842431255,-113.0766,-8.556097,1344.98805475853,1336.722,141.5514,83.64689,83.95522,6968.83,672.0511
8.000036,S,2.179998,1.104032,0.006795318,0.8001103,0.001714418,0,24.16745,50.27652,0.1075571,53.15,62.49868,2.99637,-98.9741515218635,-98.69982,-7.36398,1239.09369887948,1231.049,133.6315,83.47435,83.80475,8250.983,809.5212
9.000036,S,3.179997,1.025966,0.003564274,0.7640705,0.0008334838,0,24.16745,39.24416,0.04274658,53.15,62.458,2.983333,-84.2936924248797,-84.09076,-5.845568,1146.86372128374,1138.967,127.0174,83.27605,83.63668,9434.367,939.7301
10.00004,S,4.180001,0.9613679,0.0008737029,0.6524145,0.0002221199,0,24.16745,28.26318,0.009609932,53.15,62.15829,2.887271,-69.6860264996189,-69.55305,-4.302967,1070.64740447944,1062.805,122.0149,83.06175,83.45085,10533.68,1064.123
11.00006,S,5.180024,0.9069434,0.002526424,0.5673732,0.0005802431,0,24.16745,20.98147,0.0214319,53.15,61.90351,2.805611,-60.0002820084986,-59.90879,-3.312208,1006.45961347097,998.593,118.2555,82.83422,83.24637,11563.25,1184.172
12.00008,S,6.180047,0.9217016,0.001817359,0.5003008,0.0004428063,332.6607,23.94753,18.36248,0.0163769,53.00595,61.97272,2.873965,390.385834330953,386.5461,54.61879,1023.83753653329,1015.275,124.8012,82.58656,82.99216,12539.1,1301.67
13.00011,S,7.180069,1.329127,0.0009600621,0.6061628,0.000258205,362.7342,22.26876,43.98191,0.01884467,52.20588,62.35067,3.251533,428.671175173703,424.2588,61.34694,1468.66608320077,1455.69,187.4641,82.37897,82.66183,13772.76,1457.12
14.00013,S,8.180092,1.727908,0.0006519444,0.5648836,0.0001740031,359.3753,20.68385,64.63207,0.0199987,51.40581,62.2345,3.470735,426.628468788594,422.0407,62.3979,1896.66824473339,1879.21,249.4143,82.22072,82.43972,15442.37,1675.453
15.00015,S,9.180115,2.125211,0.0004589767,0.565313,0.0001162272,355.3444,19.12981,89.59482,0.01848678,50.60574,62.04002,3.664832,415.124047107756,410.477,61.94035,2314.10392577725,2292.082,311.1569,82.08968,82.26919,17531.44,1955.83
16.00018,S,10.18014,2.499987,0.0003901744,0.4640289,0.00009453189,91.65145,17.74182,91.40798,0.01861727,49.80567,61.36747,3.705705,-31.7908360289697,-31.78736,0.470106,2692.0535376937,2665.711,368.3472,81.97845,82.13271,20029.29,2297.919
17.0002,S,11.18016,2.365313,0.000454618,0.6394238,0.0001187591,0,17.69173,100.5732,0.01864749,49.57376,61.62815,3.863587,-214.804656692711,-213.3002,-25.37844,2520.34726368451,2495.009,349.1484,81.86915,82.03383,22627.75,2659.364
18.00022,S,12.18018,2.199343,0.0005483815,0.6817445,0.0001316208,0,17.69173,83.25614,0.01604848,49.57376,61.92303,3.958098,-183.313978214938,-182.0739,-21.28637,2322.18915151716,2298.151,325.9283,81.7494,81.92803,25020.76,2996.562
19.00024,S,13.18021,2.055595,0.0006658082,0.7237475,0.0001753677,0,17.69173,69.76822,0.01688028,49.57376,62.13781,4.026937,-158.786590743352,-157.7518,-18.09837,2151.83217504702,2128.85,306.3199,81.61927,81.81192,27231.39,3312.42
20.00027,S,14.18023,1.930716,0.0005564449,0.7274292,0.0001394577,0,17.69173,56.20501,0.01076084,49.57376,62.21505,4.051694,-134.125809914228,-133.3069,-14.79876,2004.80424060522,1982.667,289.7704,81.47812,81.68498,29284.35,3610.185
21.00029,S,15.18025,1.825552,0.0007397842,0.707445,0.0001931747,0,17.69173,45.53267,0.012418,49.57376,62.2227,4.054145,-114.722832184625,-114.0731,-12.19246,1881.06959710692,1859.555,276.3515,81.3268,81.54705,31203.32,3893.041
22.00031,S,16.18027,1.734987,0.0008082349,0.6975105,0.0002091181,0,17.69173,37.05038,0.01109553,49.57376,62.23341,4.05758,-99.3039360314948,-98.78936,-10.09624,1774.64769215406,1753.585,265.2711,81.16454,81.39789,33008.09,4163.678
23.00034,S,17.1803,1.655681,0.0008245562,0.6943098,0.0002172957,0,17.69173,30.6602,0.00958563,49.57376,62.24618,4.061671,-87.6898573347524,-87.27594,-8.510075,1681.60828413619,1660.86,256.0098,80.99105,81.23723,34713.91,4424.185
24.00036,S,18.18032,1.584938,0.001050404,0.6958027,0.0002721275,0,17.69173,25.66709,0.01002852,49.57376,62.26088,4.066384,-78.6164238573686,-78.27988,-7.266532,1598.84448356902,1578.3,248.1504,80.80612,81.06474,36332.32,4676.161
25.00038,S,19.18034,1.520923,0.001352599,0.7007402,0.0003513027,0,17.69173,21.6564,0.01084689,49.57376,62.27843,4.07201,-71.3297967618515,-71.05451,-6.260712,1524.22754899067,1503.794,241.4083,80.60907,80.87996,37872.4,4920.857
26.0004,S,20.18037,1.462325,0.001693698,0.7083423,0.000442606,0,17.69173,18.3658,0.01146558,49.57376,62.29693,4.077939,-65.3530734532342,-65.12734,-5.427135,1456.22946167293,1435.826,235.5805,80.39922,80.68232,39341.38,5159.281
27.00043,S,21.18039,1.40804,0.002178097,0.7181761,0.0005670461,0,17.69173,15.86767,0.01251767,49.57376,62.31637,4.084168,-60.8160983341656,-60.6265,-4.79847,1393.57615567492,1373.132,230.4948,80.1759,80.47113,40745.16,5392.267
28.00045,S,22.18041,1.356828,0.002655756,0.7302469,0.0006903865,0,17.69173,13.8829,0.0131139,49.57376,62.33713,4.090823,-57.2118080015668,-57.04998,-4.300088,1334.91127772115,1314.368,225.9564,79.93787,80.24548,42088.31,5620.451
29.00047,S,23.18044,1.308092,0.003256565,0.7454423,0.0008459861,0,17.69173,12.24357,0.01388325,49.57376,62.35938,4.097955,-54.235071808905,-54.09548,-3.888709,1279.55117582425,1258.855,221.8708,79.68417,80.00438,43374.4,5844.33
30.0005,S,24.18046,1.261371,0.004017361,0.7617024,0.001039788,0,17.69173,10.84488,0.01479178,49.57376,62.38345,4.105669,-51.6956068451785,-51.57452,-3.536192,1226.96085324669,1206.061,218.164,79.41362,79.74666,44606.38,6064.318
31.00052,S,25.18048,1.216359,0.004932957,0.777853,0.001274022,0,17.69173,9.627974,0.01575621,49.57376,62.40982,4.11412,-49.4865601085742,-49.38124,-3.226882,1176.77551581372,1155.622,214.7875,79.12479,79.47097,45786.79,6280.768
32.00054,S,26.1805,1.166415,0.006053434,0.7924621,0.001560392,0,17.69173,8.548116,0.01681757,49.57376,62.444,4.125076,-47.5267582899824,-47.4352,-2.948653,1128.68121096009,1107.224,211.6999,78.81608,79.17576,46917.8,6493.989
33.00056,S,27.18053,1.11874,0.007371778,0.7986346,0.001895838,0,17.69173,7.524493,0.0178471,49.57376,62.48368,4.137794,-45.670303662049,-45.59189,-2.675108,1082.54796054941,1060.734,208.8905,78.48576,78.85929,48001.39,6704.262
34.00059,S,28.18055,1.07292,0.009074234,0.8032632,0.002327102,0,17.69173,6.623624,0.01917295,49.57376,62.53298,4.153595,-44.0369781965545,-43.96983,-2.430946,1038.20856686885,1015.982,206.3414,78.132,78.51963,49039.4,6911.858
35.00061,S,29.18057,1.028851,0.0112729,0.7690625,0.002854527,0,17.69173,5.560513,0.02062172,49.57376,62.46647,4.132277,-42.1143833960549,-42.0614,-2.111852,995.567301743802,972.8677,204.0478,77.75269,78.15457,50033.45,7117.026
