Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,69.7048,0,0,102.58,109.6985,1.779636,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3071757,-0.0922227,1.157471,-0.08652683,911.0158,65.67584,12.81162,-0.9799062,100.8024,109.6834,2.220256,407.977183280879,406.3766,36.1032,358.532928332371,357.3937,21.22378,85.33907,86.60149,170.6407,9.423802
1.999998,B,1.999998,0.5999188,-0.01512383,1.173263,-0.02217924,653.4205,61.89664,48.58464,-0.9259592,99.02471,109.6947,2.667485,282.376456508244,280.9314,28.53089,693.872757165615,691.1729,53.81584,84.92886,85.54784,708.5389,48.2676
2.999998,B,2.999998,0.8215387,0.004191855,1.201571,0.005574356,584.3771,58.91636,90.53557,0.4221325,97.24707,109.6976,3.112625,237.666426041284,236.3636,24.85113,946.178340828811,942.1918,79.42942,84.74278,85.1812,1530.412,115.1583
3.999997,B,3.999997,1.021137,0.00315291,1.785099,0.005239257,594.4887,56.01788,199.6733,0.5879938,95.46943,109.2895,3.455006,194.764111966033,193.5371,21.82774,1170.98060645801,1165.718,103.5574,84.56908,84.92342,2589.188,206.9127
5.00002,B,5.00002,1.158666,0.002648233,2.673821,0.00456916,591.4716,53.11103,366.7964,0.6277882,93.69174,109.4394,3.936918,104.16282109715,103.2026,14.11087,1322.04630430052,1315.732,121.7221,84.40056,84.71445,3838.252,320.2004
6.000038,S,0.18,1.144461,-0.01981756,2.397817,0.009129995,0,27.30996,184.9445,0.7014933,53.15,69.64335,5.286329,-249.927454754958,-249.0376,-21.07146,1296.47511797932,1290.165,120.4226,84.32495,84.66753,5178.488,445.9762
7.000038,S,1.179999,0.9983449,0.01660131,1.385054,0.005515982,0,27.30996,77.30655,0.3072024,53.15,69.12955,5.121652,-123.131095322895,-122.7964,-9.072529,1127.33465721878,1121.441,107.7889,84.15531,84.5098,6373.737,559.3177
8.000036,S,2.179998,0.9134658,-0.01419339,0.9622613,-0.01115926,0,27.30996,42.9201,-0.4969426,53.15,68.7703,5.006507,-82.6669062173833,-82.55006,-4.393743,1028.04493782971,1022.304,101.1589,83.92786,84.34888,7441.732,663.46
9.000036,S,3.179997,0.847661,0.008231491,0.9439228,0.00793327,0,27.30996,34.68512,0.2910675,53.15,68.71411,4.988497,-72.928363784596,-72.78967,-4.495574,950.815181208695,945.1168,96.60606,83.73224,84.16372,8424.282,762.2836
10.00004,S,4.180001,0.7885585,0.003855476,0.9364501,0.00404721,0,27.30996,28.5455,0.1231864,53.15,68.71495,4.988766,-65.7045175425465,-65.60121,-3.683052,881.770350811065,876.0744,92.72797,83.48792,83.95803,9333.929,856.8991
11.00006,S,5.180024,0.7347426,0.0009722124,0.9296462,0.0007353633,0,27.30996,23.86075,0.01884655,53.15,68.71568,4.988998,-60.1929952815677,-60.11353,-3.091956,819.200205548546,813.468,89.40584,83.21899,83.72797,10177.91,947.925
12.00008,S,6.180047,0.740073,0.001701987,0.8654904,0.001626425,328.9872,27.09004,21.83099,0.04135703,53.02768,68.71548,5.02814,332.897239937703,329.8304,45.08303,826.806852968376,820.5111,94.50363,82.92656,83.42982,10967.74,1036.529
13.00011,S,7.180069,1.078273,0.0006601019,1.703675,0.0008480255,358.6825,25.41127,87.57981,0.04382128,52.34829,69.45178,5.481889,311.37813358542,308.2045,44.3433,1198.68985461896,1188.915,145.4344,82.67857,83.02592,11975.06,1156.425
14.00013,S,8.180092,1.305972,0.0006272667,2.23842,0.000646655,354.7632,23.82636,159.9455,0.04635486,51.6689,69.69541,5.77773,231.240473469131,228.4932,35.53891,1443.64134308155,1431.149,182.1719,82.45763,82.7458,13292.06,1320.854
15.00015,S,9.180115,1.522441,0.0007748247,1.887208,0.0007615291,349.9077,22.27232,171.8992,0.06955217,50.98951,69.37274,5.892064,225.33169647943,222.5053,35.57759,1673.24441951891,1658.01,217.942,82.26327,82.51152,14838.27,1520.902
16.00018,S,10.18014,1.700634,-0.0002744408,1.702138,0.00001474242,85.21418,20.88433,179.6575,0.001553061,50.31011,69.05069,6.006596,-177.445957410831,-176.4312,-18.94992,1852.94214434124,1835.306,247.7071,82.08832,82.31337,16602.6,1755.99
17.0002,S,11.18016,1.47513,-0.002799503,2.079871,-0.003564358,0,20.83424,153.508,-0.2621885,50.11319,69.45239,6.198464,-268.974334757077,-267.076,-31.89989,1595.99649001091,1580.097,217.3832,81.90299,82.16666,18319.15,1990.01
18.00022,S,12.18018,1.255614,-0.01018738,2.496741,-0.01541753,0,20.83424,125.3823,-0.7716658,50.11319,69.73625,6.289444,-225.556388285967,-224.0795,-25.7694,1351.20830351913,1337.014,188.0043,81.67764,81.99583,19772.9,2192.253
19.00024,S,13.18021,1.084966,0.002670374,1.890493,-0.006642412,0,20.83424,67.16539,-0.2354422,50.11319,69.47308,6.205093,-135.656231439033,-134.8847,-14.44752,1162.76539472712,1149.788,165.9016,81.43446,81.78952,21006.72,2368.002
20.00027,S,14.18023,0.9873737,-0.003098986,1.326101,-0.007881428,0,20.83424,37.18565,-0.2206324,50.11319,69.08291,6.08004,-89.3928816955785,-89.02546,-8.09659,1054.15696862112,1041.627,154.7147,81.15408,81.55152,22098.21,2527.78
21.00029,S,15.18025,0.919048,-0.002875161,0.9739906,-0.001750018,0,20.83424,22.63226,-0.0406091,50.11319,68.79577,5.988008,-66.9345958734566,-66.72976,-5.232519,977.636411710099,965.2209,147.9762,80.85616,81.28396,23099.4,2678.858
22.00031,S,16.18027,0.8627577,0.0006042109,0.9458303,0.001242241,0,20.83424,18.57469,0.02436355,50.11319,68.71556,5.9623,-60.6670783540308,-60.49773,-4.529797,914.499520878714,902.0424,143.094,80.53281,80.98608,24032.23,2824.335
23.00034,S,17.1803,0.810708,0.002591898,0.9392501,0.002333357,0,20.83424,15.65747,0.03884677,50.11319,68.71532,5.962224,-56.1637941435417,-56.02235,-3.983475,856.44511339753,843.8771,138.8487,80.17485,80.65646,24904.54,2965.26
24.00036,S,18.18032,0.7620782,0.002819917,0.9331023,0.002795548,0,20.83424,13.24351,0.03962569,50.11319,68.71523,5.962193,-52.4393332071788,-52.32187,-3.507932,802.523534544724,789.7789,135.1196,79.77816,80.29153,25720.79,3102.204
25.00038,S,19.18034,0.7162866,0.002982135,0.9273131,0.002933961,0,20.83424,11.22713,0.03547573,50.11319,68.71519,5.962183,-49.3295630187392,-49.23223,-3.097308,752.049952824414,739.0618,131.8296,79.33911,79.88628,26484.7,3235.645
26.0004,S,20.18037,0.6728739,0.003370702,0.9218249,0.003360895,0,20.83424,9.529407,0.0346978,50.11319,68.7151,5.962153,-46.7112533137336,-46.63025,-2.749722,704.481744678474,691.181,128.9124,78.85205,79.43513,27199.36,3365.987
27.00043,S,21.18039,0.6314704,0.004092132,0.9165906,0.004060781,0,20.83424,8.090314,0.03579482,50.11319,68.71495,5.962104,-44.4917695222881,-44.42416,-2.451849,659.381787715987,645.6947,126.3164,78.30967,78.93109,27867.39,3493.577
28.00045,S,22.18041,0.5917807,0.004962823,0.9122209,0.004925665,0,20.83424,6.868508,0.03703694,50.11319,68.71476,5.962043,-42.6074780261941,-42.55095,-2.194046,616.398251764284,602.2444,123.9985,77.70287,78.36572,28490.98,3618.712
29.00047,S,23.18044,0.5535423,0.00603521,0.9105437,0.005988081,0,20.83424,5.837134,0.03833339,50.11319,68.71453,5.96197,-41.0166305220317,-40.96916,-1.972792,575.22094501317,560.5111,121.9184,77.02067,77.72857,29072.02,3741.652
30.0005,S,24.18046,0.5165608,0.007399173,0.9089218,0.007355759,0,20.83424,4.946542,0.03997351,50.11319,68.71423,5.961874,-39.6427667860119,-39.60293,-1.776765,535.615730895501,520.2482,120.0464,76.24935,77.00652,29612.08,3862.618
31.00052,S,25.18048,0.4806875,0.009192972,0.9073486,0.009128586,0,20.83424,4.175715,0.04194733,50.11319,68.71385,5.961752,-38.4533682938087,-38.41998,-1.602083,497.40012156099,481.2564,118.3597,75.37165,76.18296,30112.53,3981.807
32.00054,S,26.1805,0.4456936,0.01184099,0.9058142,0.01174557,0,20.83424,3.578752,0.04633168,50.11319,68.71329,5.961571,-37.5285731747025,-37.49951,-1.47667,460.310883829635,443.2545,116.8083,74.36575,75.23681,30574.5,4099.378
33.00056,S,27.18053,0.4116136,0.01646319,0.9043348,0.01632917,0,20.83424,2.986243,0.05383136,50.11319,68.7123,5.961253,-36.6114689477339,-36.58696,-1.339409,424.363376696936,406.2263,115.4024,73.20477,74.141,30998.98,4215.472
34.00059,S,28.18055,0.3783877,0.02335682,0.9028816,0.02316853,0,20.83424,2.472651,0.06333795,50.11319,68.71081,5.960776,-35.8144005027506,-35.79368,-1.218095,389.473373171397,370.0498,114.1255,71.8521,72.85994,31386.87,4330.225
35.00061,S,29.18057,0.3459756,0.0338606,0.9014698,0.03358625,0,20.83424,2.028604,0.0754383,50.11319,68.70856,5.960055,-35.1221406116498,-35.10454,-1.11177,355.579384418651,334.6121,112.9623,70.2597,71.34574,31738.96,4443.759
36.00063,S,30.1806,0.3143699,0.05030621,0.9006792,0.04988405,0,20.83424,1.64729,0.09105183,50.11319,68.70502,5.958923,-34.5228819886402,-34.50779,-1.020691,322.655466190618,299.8166,111.8982,68.36323,69.53331,32055.96,4556.182
37.00066,S,31.18062,0.2835974,0.07675651,0.9011097,0.07613415,0,20.83424,1.322333,0.1114818,50.11319,68.69935,5.957104,-34.0047849682277,-33.99164,-0.9454157,290.712175838604,265.575,110.9168,66.07492,67.33226,32338.44,4667.584
38.00064,S,32.18061,0.2537434,0.1207967,0.9013837,0.1198059,0,20.83424,1.045648,0.1386566,50.11319,68.68992,5.954081,-33.5524255066163,-33.54074,-0.8854477,259.820785247376,231.816,110.0029,63.27371,64.61441,32586.93,4778.039
39.00048,S,33.18044,0.224969,0.1966206,0.9027335,0.1950311,0,20.83424,0.8141717,0.175455,50.11319,68.67369,5.94888,-33.1555635946189,-33.14484,-0.8431955,230.131425111507,198.4791,109.1404,59.79052,61.19433,32801.88,4887.607
40.00031,S,34.18027,0.197553,0.3308775,0.9044566,0.3284714,0,20.83424,0.6231545,0.2256989,50.11319,68.64501,5.939688,-32.7982531356868,-32.78803,-0.8188391,201.915486673868,165.5169,108.3111,55.38901,56.80003,32983.68,4996.33
41.00014,S,35.1801,0.1719622,0.5727869,0.9140467,0.5695153,0,20.83424,0.4734964,0.2941801,50.11319,68.59351,5.92318,-32.4665796656293,-32.45638,-0.8137521,175.638027678236,132.8984,107.4985,49.74348,51.03139,33132.71,5104.232
41.99997,S,36.17994,0.1489486,1.00303,0.9415905,1.000395,0,20.83424,0.3637268,0.3853321,50.11319,68.50237,5.89397,-32.1363565208121,-32.12594,-0.8181623,152.057322394477,100.6074,106.6807,42.4282,43.32178,33249.27,5211.32
42.99981,S,37.17977,0.1297179,1.710682,0.9907025,1.71597,0,20.83424,0.2889749,0.4992287,50.11319,68.35365,5.846304,-31.7793864257602,-31.76942,-0.7958357,132.3974773921,68.65901,105.8685,32.9479,32.96466,33333.71,5317.595
