Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,68.29037,0,0,102.58,109.9787,1.849667,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3145527,0.1238838,0.9557413,0.1333543,911.0253,64.26141,11.09138,1.583469,100.7517,109.9191,2.29185,418.48244115787,417.1472,33.4031,367.145994411186,366.0158,21.45068,85.62705,86.64597,174.6734,9.719491
1.999998,B,1.999998,0.616412,-0.00748834,0.9645906,-0.00175913,653.4627,60.48222,42.1427,-0.07749187,98.92348,109.9779,2.763597,293.159957433194,291.7902,28.30618,712.938023161719,710.2835,54.13023,85.04668,85.64195,726.5087,48.76939
2.999998,B,2.999998,0.8485084,0.008137047,0.9781095,0.006988023,584.4755,57.50193,78.49186,0.5636715,97.09523,109.9755,3.220077,251.084189079026,249.7946,25.41511,977.159639686912,973.2019,80.52297,84.84962,85.2701,1573.285,116.41
3.999997,B,3.999997,1.051631,0.003167785,1.930882,0.003280534,594.6628,54.60345,228.3894,0.3892156,95.26697,109.0505,3.445875,183.820207547711,182.6624,20.59894,1205.47245311394,1200.265,104.5925,84.67561,85.01976,2667.373,209.4353
5.00002,B,5.00002,1.193476,0.002364549,2.122514,0.002384601,591.7078,51.6966,307.5829,0.3462995,93.43867,110.2808,4.210531,144.856544673115,143.7683,17.72271,1361.64478279818,1355.387,123.059,84.50718,84.81219,3948.348,323.424
6.000038,S,0.18,1.22007,-0.03734468,1.923224,-0.01004726,0,24.87675,167.3769,-0.8712698,53.15,67.37566,4.559507,-248.545962277468,-247.8409,-18.70785,1381.49626670966,1374.993,126.5537,84.40106,84.74134,5353.474,452.8939
7.000038,S,1.179999,1.028363,0.04099493,1.662239,0.02853143,0,24.87675,97.4501,1.668131,53.15,66.93808,4.419256,-158.068766076148,-157.4462,-14.01531,1159.99157825986,1154.132,109.1115,84.27962,84.59932,6609.59,570.1656
8.000036,S,2.179998,0.9316044,0.02231184,0.8265637,0.0143824,0,24.87675,37.90726,0.6585758,53.15,65.91611,4.091701,-81.080688649121,-80.88728,-5.596964,1047.5625465429,1041.904,101.4002,84.06438,84.44136,7700.849,674.8402
9.000036,S,3.179997,0.8700905,0.0062981,0.7357998,0.004830544,0,24.87675,28.12185,0.1843621,53.15,65.58578,3.985828,-68.4482736848458,-68.33869,-3.871643,975.096039120967,969.4569,97.38178,83.84135,84.26389,8705.334,774.1649
10.00004,S,4.180001,0.8145369,0.004945559,0.7314377,0.002458477,0,24.87675,23.44497,0.07869446,53.15,65.58713,3.986259,-62.4068117317084,-62.3229,-3.235164,909.906066041937,904.2469,93.9892,83.61141,84.06587,9641.355,869.8113
11.00006,S,5.180024,0.7632749,0.0007496672,0.727413,0.0006600789,0,24.87675,19.87698,0.01801259,53.15,65.58813,3.986581,-57.7975322986044,-57.73076,-2.777425,850.061898731978,844.3528,91.01936,83.3566,83.8474,10514.98,962.284
12.00008,S,6.180047,0.7763227,0.0003151204,0.6600005,0.0001725326,329.8683,24.65683,18.04654,0.004758695,53.01151,65.58841,4.031058,374.970823611641,371.7307,49.18745,866.447006988348,860.1368,97.0446,83.08117,83.56285,11337.38,1052.711
13.00011,S,7.180069,1.136767,0.001037804,2.028111,0.0008072089,359.6678,22.97806,113.8735,0.045548,52.24228,67.45763,4.876715,312.279810598563,309.2077,43.69529,1261.66091214587,1251.837,149.8031,82.84635,83.17606,12402.6,1176.82
14.00013,S,8.180092,1.429436,0.0006798425,1.476862,0.0004355063,355.9083,21.39315,123.7468,0.0366384,51.47305,66.81207,4.916352,317.288791235003,314.0146,45.46436,1577.85291728469,1564.879,194.5896,82.64813,82.91177,13812.11,1348.866
15.00015,S,9.180115,1.725166,0.0002316088,1.242912,0.0001344037,351.3595,19.83911,141.2116,0.01532006,50.70382,65.88205,4.864819,308.954814182159,305.5971,45.42565,1891.85957707292,1875.599,240.1747,82.48274,82.70286,15534.59,1566.251
16.00018,S,10.18014,1.980033,0.0004284707,1.105271,0.0001249795,87.08384,18.45112,151.8731,0.01715006,49.93459,65.08834,4.856973,-144.949159103908,-144.2518,-14.2013,2150.48317238056,2131.289,279.3444,82.33956,82.53291,17558.07,1828.459
17.0002,S,11.18016,1.766198,0.001052952,1.350206,0.0003554942,0,18.40103,135.3313,0.03553089,49.71162,65.75264,5.141353,-268.547218142544,-266.7163,-31.30533,1902.57018679119,1884.933,251.1237,82.19344,82.41135,19578.26,2095.537
