Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,65.89355,0,0,102.58,122.1003,4.880075,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3276494,-0.2905641,0.7539747,-0.119286,911.0422,61.86459,9.491283,-1.536512,100.6591,121.8507,5.297902,436.856270819431,434.8355,41.9701,382.433093937084,381.1034,24.5283,84.93017,86.31745,181.8223,10.55768
1.999998,B,1.999998,0.644509,-0.1228673,0.7585449,-0.06102061,653.5352,58.0854,36.19027,-2.935663,98.73812,121.9718,5.808411,309.982655633715,308.0927,34.17799,745.395009062367,742.2101,61.49731,84.5787,85.26347,757.4213,55.03329
2.999998,B,2.999998,0.8920143,-0.01872047,0.7634295,-0.009312587,584.639,55.10511,67.52882,-0.8280875,96.81718,122.0806,6.315849,269.931073395645,268.2796,29.81343,1027.08349596068,1022.352,91.13782,84.47953,84.90582,1644.668,131.5774
3.999997,B,3.999997,1.118876,-0.0009618717,1.133725,-0.000421912,594.9526,52.20663,151.0417,-0.056422,94.89624,127.3993,8.125762,241.589198697267,240.0068,27.60574,1282.46533444476,1276.183,119.4494,84.32552,84.65276,2798.004,237.0508
5.00002,B,5.00002,1.320437,0.001419004,1.353026,0.0007776058,592.2216,49.29978,237.7208,0.1369844,92.97525,127.1078,8.533127,199.387320319924,197.9206,24.14,1505.68239975648,1497.898,145.5737,84.17273,84.44912,4189.628,369.8389
6.000038,S,0.18,1.392293,0.01650057,0.7855015,0.001826248,0,23.41929,87.53331,0.2031174,53.15,55.41634,0.7263893,-152.298700713294,-151.8133,-12.14974,1575.66799991875,1567.231,155.5043,84.08461,84.33353,5760.044,524.6339
7.000038,S,1.179999,1.27851,0.0007329936,0.7471756,0.0002021651,0,23.41929,65.83341,0.01778244,53.15,55.53994,0.7660071,-122.495136660425,-122.1541,-9.134241,1439.73889461579,1431.66,144.973,83.92813,84.21782,7256.365,674.6139
8.000036,S,2.179998,1.184283,0.004360614,0.7330956,0.0005746896,0,23.41929,52.09656,0.04077596,53.15,55.659,0.8041663,-103.624689667169,-103.3579,-7.431071,1327.46212887665,1319.62,136.744,83.77336,84.08391,8629.891,815.3344
9.000036,S,3.179997,1.103312,0.006634781,0.7209204,0.0009216876,0,23.41929,41.88086,0.05346637,53.15,55.79617,0.8481307,-89.5919132382567,-89.38062,-6.149446,1231.34924088925,1223.668,129.9879,83.60356,83.93632,9899.894,948.5901
10.00004,S,4.180001,1.031824,0.006420449,0.6921242,0.000908267,0,23.41929,33.78618,0.04427671,53.15,55.91995,0.8878048,-78.4747386839722,-78.30924,-5.093873,1146.88772435972,1139.307,124.3123,83.41511,83.77296,11080.1,1075.659
11.00006,S,5.180024,0.9710449,0.007428708,0.596764,0.001117951,0,23.41929,24.66883,0.04615698,53.15,55.98655,0.9091488,-65.9574346304351,-65.84534,-3.843746,1075.23514669886,1067.682,119.8883,83.2122,83.59319,12182.2,1197.657
12.00008,S,6.180047,0.985373,0.006750903,0.5077758,0.001037438,334.2073,23.19937,20.70945,0.04262546,52.9996,55.97105,0.9523898,402.861335793448,399.3406,53.14453,1091.77499846051,1083.607,125.9636,82.99381,83.36942,13225.29,1316.599
13.00011,S,7.180069,1.408493,0.002730086,0.6607485,0.0003890884,364.383,21.5206,52.16441,0.03089041,52.1642,55.40936,1.040118,434.880100628555,430.8936,58.74868,1551.94843094681,1539.725,187.0637,82.8069,83.07299,14535.49,1472.506
