Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,67.19463,0,0,102.58,112.9221,2.58552,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3202325,-0.1764902,0.9758608,-0.1283591,911.0328,63.16568,11.73624,-1.579518,100.7105,112.8637,3.038293,426.037472315752,424.2326,39.17434,373.771437921019,372.54,22.98061,85.17129,86.47011,177.8148,10.05062
1.999998,B,1.999998,0.6273434,-0.04649868,0.985314,-0.04382201,653.4929,59.38648,44.56777,-1.998536,98.84101,112.9021,3.515268,297.90169534233,296.2575,31.25562,725.546405982834,722.609,57.88632,84.79607,85.41997,739.3508,51.91014
2.999998,B,2.999998,0.8627763,0.0008928992,1.000677,0.0005338354,584.5378,56.4062,82.9427,0.04447502,96.97152,112.9218,3.987579,254.098852787092,252.6554,27.04581,993.491126203125,989.1437,85.5055,84.63885,85.0594,1600.43,123.8693
3.999997,B,3.999997,1.073722,0.002148177,1.536607,0.002344197,594.7639,53.50772,189.1414,0.2895436,95.10203,114.9836,4.970387,211.907284431517,210.5433,24.0045,1230.85367717897,1225.115,111.3832,84.46725,84.80515,2712.816,222.6059
5.00002,B,5.00002,1.235415,0.001864269,2.088169,0.002034342,591.8896,50.60087,323.155,0.3154467,93.23249,115.0826,5.462538,138.918386252382,137.7715,17.81381,1408.98521530632,1402.02,132.5909,84.30244,84.59753,4033.481,345.1219
6.000038,S,0.18,1.249674,-0.04960313,1.532122,-0.02146283,0,25.9766,139.1853,-1.944165,53.15,67.78014,4.689148,-204.491029803791,-204.0059,-14.07743,1414.9395377485,1407.736,135.2597,84.16643,84.51169,5475.223,483.4581
7.000038,S,1.179999,1.110637,0.03783825,1.202167,0.02796071,0,25.9766,81.55214,1.892763,53.15,67.71843,4.669368,-133.029282145795,-132.465,-12.23984,1252.38571720632,1245.616,122.7064,84.07779,84.37391,6795.309,611.9833
8.000036,S,2.179998,1.011675,-0.02102091,1.027719,-0.01583954,0,25.9766,54.89354,-0.844551,53.15,67.44772,4.582601,-100.091609764925,-99.92332,-5.801764,1136.39822434287,1129.863,114.3635,83.83131,84.22027,7979.815,730.2696
9.000036,S,3.179997,0.937502,-0.001187192,0.8231581,0.001555204,0,25.9766,35.92198,0.06776911,53.15,66.9813,4.433109,-76.5613620161993,-76.41735,-4.693695,1049.31982845445,1042.887,108.6771,83.65125,84.0508,9063.821,841.6071
10.00004,S,4.180001,0.8779321,-0.001371528,0.755129,0.0001201529,0,25.9766,27.54482,0.004376906,53.15,66.74279,4.356663,-66.1945764144344,-66.0937,-3.653049,979.277045495384,972.853,104.6497,83.43224,83.86031,10070.53,948.2071
11.00006,S,5.180024,0.8236504,0.004703194,0.751689,0.002561117,0,25.9766,23.44468,0.07977326,53.15,66.74123,4.356162,-61.1122026104246,-61.02255,-3.309033,915.729523926609,909.2757,101.1927,83.1983,83.64972,11010.84,1051.094
12.00008,S,6.180047,0.8320444,-0.00001844905,0.6782393,0.0000838733,331.181,25.75668,20.82484,0.002595161,53.01932,66.74281,4.398556,355.77777676973,352.5407,47.88404,926.365363613318,919.3262,106.648,82.93221,83.38288,11896.34,1151.463
13.00011,S,7.180069,1.1943,0.00115138,1.252178,0.0007932017,361.0539,24.07791,75.68378,0.04819673,52.29347,67.76728,4.959554,349.442583663714,346.011,48.85189,1322.87336549923,1312.181,160.519,82.71147,83.02567,13014.05,1284.883
14.00013,S,8.180092,1.478369,0.0006815246,1.508292,0.0004743311,357.3602,22.493,131.4726,0.04149417,51.56763,67.42515,5.082539,291.255030404144,288.0913,42.81233,1627.59773433471,1613.754,204.4961,82.52245,82.77793,14483.33,1467.893
15.00015,S,9.180115,1.753901,0.00002959871,1.26713,0.00004271856,352.8052,20.93896,144.4367,0.004884037,50.84178,66.43605,4.998164,288.332415176845,285.0488,43.39082,1918.2005979537,1901.168,247.7214,82.35898,82.57621,16242.46,1693.956
16.00018,S,10.18014,1.995312,0.0001713451,1.120543,0.000001582282,88.4654,19.55097,151.5913,0.0002137886,50.11594,65.55557,4.948602,-135.854737659835,-135.2084,-13.23625,2161.41903147027,2141.504,285.3984,82.21635,82.40892,18282.32,1962.815
17.0002,S,11.18016,1.792002,-0.0003219575,1.373365,-0.0002634652,0,19.50088,137.2194,-0.02625357,49.90554,66.29571,5.253258,-258.311290396891,-256.5235,-30.33837,1925.18084125726,1906.772,258.2621,82.06989,82.28653,20318.39,2236.485
