Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,65.82629,0,0,102.58,116.3783,3.449566,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3278615,-0.197954,0.8403252,-0.09796509,911.0426,61.79733,10.59193,-1.263483,100.6563,116.2713,3.903735,436.77865307575,434.9113,40.34542,382.676927410571,381.3973,23.93368,85.11516,86.40925,181.9926,10.42191
1.999998,B,1.999998,0.6438742,-0.1007587,0.8509787,-0.0620147,653.5355,58.01814,40.5201,-2.977459,98.73265,116.3103,4.394425,307.970728716339,306.1696,33.25877,744.643348112136,741.5852,60.08241,84.70477,85.36807,757.5845,53.91272
2.999998,B,2.999998,0.8885404,-0.009197548,0.8658489,-0.005340309,584.6348,55.03785,75.99813,-0.4711756,96.80897,116.3724,4.890855,265.336145572181,263.7887,28.61454,1023.0544129331,1018.514,88.94357,84.59077,85.0092,1642.795,128.7176
3.999997,B,3.999997,1.081172,0.001404408,2.09825,0.001037973,594.9125,52.13937,261.1999,0.1295753,94.88529,121.4573,6.642992,173.953648192162,172.6952,20.88635,1238.72765373064,1232.851,113.1831,84.41816,84.75461,2779.589,230.6229
5.00002,B,5.00002,1.244399,0.001570141,1.7036,0.001014863,592.0375,49.23252,266.7534,0.1593147,92.96157,120.6972,6.933912,180.611917789897,179.256,22.08962,1419.3124170567,1412.159,134.984,84.24667,84.53986,4102.605,354.6201
6.000038,S,0.18,1.316413,0.002642555,0.805506,0.003236711,0,24.88812,80.83084,0.3242033,53.15,63.6684,3.37128,-136.540935414862,-136.1299,-10.58666,1490.74254284858,1482.936,145.0269,84.13646,84.4144,5585.467,498.579
7.000038,S,1.179999,1.210822,0.0006857905,0.8221754,0.001262397,0,24.88812,65.69659,0.1007001,53.15,63.9541,3.462852,-116.982614911558,-116.6674,-8.581956,1364.67697675822,1357.153,135.7698,83.98138,84.28713,7003.263,638.8668
8.000036,S,2.179998,1.119131,0.007310749,0.8333728,0.001849204,0,24.88812,53.67899,0.1189184,53.15,64.01032,3.480872,-101.446972554791,-101.189,-7.230112,1255.80016733979,1248.484,128.0229,83.8196,84.1452,8304.238,770.6544
9.000036,S,3.179997,1.038886,0.003576733,0.8220736,0.001114594,0,24.88812,43.1512,0.05841749,53.15,63.70398,3.382685,-87.8417290343229,-87.64232,-5.915497,1161.00263941849,1153.832,121.5015,83.63234,83.98876,9503.854,895.3186
10.00004,S,4.180001,0.9714036,0.003264245,0.7129488,0.00091876,0,24.88812,31.42898,0.04044743,53.15,63.24378,3.235186,-72.6960093401462,-72.56101,-4.428273,1081.48952701834,1074.384,116.4334,83.43179,83.81487,10616.34,1014.167
11.00006,S,5.180024,0.9145554,0.001169895,0.6207196,0.00032024,0,24.88812,23.25332,0.01198215,53.15,62.8569,3.111184,-62.1369702419344,-62.04644,-3.352962,1014.56024701088,1007.448,112.5859,83.21294,83.62344,11656.04,1128.59
12.00008,S,6.180047,0.9260183,0.001650013,0.5549215,0.0004834228,332.8897,24.6682,20.47394,0.01796699,53.01159,62.93484,3.180528,375.565149647511,372.2287,49.94974,1028.10216376305,1020.391,118.3482,82.9798,83.38422,12639.69,1240.344
13.00011,S,7.180069,1.318261,0.0008797109,0.6731938,0.0002517379,362.9485,22.98943,47.85586,0.01799648,52.24284,63.67014,3.662596,409.082346679429,405.272,55.70433,1455.99065075629,1444.448,175.637,82.78152,83.06718,13870.59,1386.743
14.00013,S,8.180092,1.692731,0.0006671887,0.7129509,0.0001708776,359.5309,21.40452,78.03976,0.01878334,51.47408,62.76522,3.618954,391.242586237865,387.3979,54.71406,1857.28633419875,1841.928,231.0214,82.62723,82.85108,15517.11,1590.135
15.00015,S,9.180115,2.062878,0.0004878136,0.6233041,0.0001146814,355.3868,19.85048,92.98869,0.01716903,50.70533,61.77005,3.546385,393.432893011553,389.4303,55.97752,2245.95506295173,2226.726,285.9319,82.49763,82.68275,17552.77,1848.454
16.00018,S,10.18014,2.415535,0.0004402309,0.5167985,0.00009249899,91.55466,18.46249,95.26642,0.01704621,49.93657,60.59909,3.417476,-38.6391040495475,-38.63674,-0.4274154,2601.562207877,2578.632,337.314,82.38765,82.54739,19973.94,2162.245
