Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,70.08128,0,0,102.58,103.9588,0.3447056,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3052777,0.5816277,1.171098,0.8006144,911.0135,66.05232,12.80322,8.955424,100.8154,103.8444,0.7572533,405.36667492864,404.7351,22.61946,356.317671556968,355.4003,18.2171,86.46933,87.0657,169.6414,8.940969
1.999998,B,1.999998,0.596176,0.03609888,1.180527,0.04671326,653.4117,62.27311,48.28392,1.926229,99.05072,103.9521,1.225337,280.555034537832,279.6642,22.33971,689.551634303455,687.638,44.00151,85.76653,86.33868,704.7714,40.25605
2.999998,B,2.999998,0.8163437,0.006325634,1.212655,0.008386804,584.3588,59.29282,90.24532,0.627288,97.28609,103.9576,1.667882,236.054243150218,235.1463,20.68389,940.21830892058,937.4166,65.1949,85.58205,86.02164,1522.474,95.01508
3.999997,B,3.999997,1.017483,0.003960959,1.597392,0.006176362,594.4604,56.39435,177.4866,0.6886834,95.52145,103.5765,2.013752,205.83787845556,204.9447,19.15469,1166.95649402333,1163.252,85.57487,85.43739,85.7926,2576.529,170.5337
5.00002,B,5.00002,1.182018,0.002537321,1.932284,0.003948784,591.4642,53.4875,275.9013,0.5651485,93.75676,105.19,2.858306,157.786011092563,156.9626,16.09868,1349.22229536655,1344.682,103.2594,85.30078,85.60882,3835.143,265.1837
6.000038,S,0.18,1.216013,-0.05128277,1.938205,-0.05456707,0,30.70596,168.4017,-4.726764,53.15,71.55627,5.899446,-208.662919176966,-208.4801,-8.732797,1377.85518859249,1373.112,106.8944,85.19322,85.5486,5232.505,374.1151
7.000038,S,1.179999,1.074932,-0.02541144,1.515955,-0.02837094,0,30.70596,97.49735,-1.820621,53.15,71.49292,5.879141,-134.304689087285,-134.1604,-6.223872,1213.21530175583,1208.76,96.54296,85.06279,85.43352,6516.574,475.4644
8.000036,S,2.179998,0.9768775,-0.002354963,1.241457,0.009253241,0,30.70596,62.70636,0.4665532,53.15,70.66472,5.613692,-97.7935830255125,-97.6177,-5.862553,1098.48218124935,1094.177,89.82361,84.92332,85.30698,7664.385,568.4446
9.000036,S,3.179997,0.9037214,0.004398048,1.034542,0.0001412639,0,30.70596,42.63997,0.005813559,53.15,69.8773,5.361315,-76.7853581954333,-76.69257,-3.773717,1012.70125730509,1008.449,85.37126,84.75198,85.16111,8713.499,655.9131
