Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,65.91074,0,0,102.58,106.0515,0.8678722,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3270769,0.456505,0.9973131,0.3809237,911.0419,61.88179,12.51073,4.889268,100.6598,105.8834,1.30592,435.039194350356,434.121,28.24992,381.754625422058,380.708,20.91412,86.21284,86.85563,181.6842,9.877399
1.999998,B,1.999998,0.6405745,0.0782039,1.003433,0.06226014,653.531,58.10259,47.29422,2.958671,98.73952,106.0237,1.821039,303.613986271693,302.5967,24.83324,740.804463417999,738.4572,51.59052,85.51593,86.00366,755.6367,46.77982
2.999998,B,2.999998,0.8801872,-0.000120761,1.017936,-0.00007423878,584.6176,55.12231,87.6997,-0.006428693,96.81927,106.0515,2.308046,257.997973358967,256.8518,24.29212,1013.41327482933,1009.959,76.26694,85.26786,85.68151,1635.24,110.8862
3.999997,B,3.999997,1.073833,0.002203675,2.338668,0.002364163,594.8767,52.22383,287.3667,0.2912441,94.89903,114.9169,5.004461,157.437413424902,156.5156,17.01194,1230.22975728689,1225.746,97.60307,85.10896,85.44729,2763.421,198.4835
5.00002,B,5.00002,1.193472,0.002049266,2.387201,0.001894304,591.9384,49.31698,344.4598,0.2738582,92.97874,110.4988,4.380014,129.464719103098,128.5632,15.25179,1360.99907880681,1355.692,112.7387,84.94057,85.24625,4055.789,303.6952
6.000038,S,0.18,1.228784,-0.03493173,1.070975,-0.02673552,0,27.43886,94.13137,-2.345069,53.15,69.80959,5.339611,-142.538559200081,-142.3847,-6.621032,1391.94918626827,1386.284,118.121,84.794,85.12976,5458.499,422.3471
7.000038,S,1.179999,1.118646,0.03310622,1.082268,0.02072942,0,27.43886,74.54008,1.425017,53.15,69.72663,5.313023,-119.460421340805,-119.1005,-9.266238,1261.64103494952,1256.207,109.6354,84.71341,85.01215,6777.187,536.0643
8.000036,S,2.179998,1.025381,0.004849144,1.039924,-0.001513212,0,27.43886,57.06991,-0.08290108,53.15,69.36262,5.196352,-99.008107318659,-98.8336,-5.875783,1151.83210084427,1146.557,102.7751,84.51925,84.87781,7976.396,642.1221
9.000036,S,3.179997,0.9504399,0.002331714,0.8929663,-0.0006797467,0,27.43886,40.02721,-0.03042447,53.15,68.74142,4.997251,-79.028898325729,-78.91319,-4.274952,1063.7394188128,1058.545,97.6604,84.33778,84.72887,9076.858,742.1823
10.00004,S,4.180001,0.8890435,0.004998978,0.8074675,0.003597144,0,27.43886,30.16423,0.1341946,53.15,68.32133,4.862605,-67.4605560457257,-67.36935,-3.506751,991.57219054297,986.3936,93.87308,84.14671,84.56365,10097.99,837.8627
11.00006,S,5.180024,0.833795,0.003428198,0.8012038,0.002258274,0,27.43886,25.56667,0.07196597,53.15,68.32211,4.862854,-62.0735024582768,-62.00004,-3.019064,926.875244774381,921.6761,90.70013,83.93192,84.37974,11051.23,930.1156
12.00008,S,6.180047,0.8383585,0.001329517,0.7271113,0.0006239902,331.3019,27.21894,22.6176,0.01954916,53.02843,68.32307,4.902126,332.920725627904,330.4811,40.22999,932.969666623386,927.3281,95.11008,83.69724,84.14402,11948.36,1020.016
13.00011,S,7.180069,1.183237,0.0002452293,0.9452531,0.0001476483,361.1638,25.54017,55.96626,0.008789139,52.35322,69.79804,5.59129,352.527700232379,349.7827,43.9072,1310.45555716602,1302.025,141.0721,83.49763,83.81623,13062.95,1137.756
