Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,67.47226,0,0,102.58,129.3265,6.68663,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.3189014,-0.6946253,0.9321836,-0.6086759,911.0308,63.44329,11.11828,-7.42817,100.7211,128.8807,7.039883,424.557007208096,421.4245,51.47857,372.220124614501,370.625,27.08782,83.99909,85.81986,176.978,10.76684
1.999998,B,1.999998,0.6252387,-0.03164005,0.9351866,-0.02021503,653.4846,59.6641,42.02235,-0.9158829,98.86226,129.3114,7.612293,297.752835939794,295.8355,33.73586,723.129040006,719.5219,64.80267,84.24314,84.85362,735.8713,58.109
2.999998,B,2.999998,0.8611109,0.003124043,0.9508905,0.003522414,584.5226,56.68382,78.53134,0.2924093,97.00339,129.3239,8.080124,255.227278899455,253.4611,29.9739,991.610855826568,986.2425,95.70781,84.03849,84.45721,1593.845,138.7001
3.999997,B,3.999997,1.058273,0.001593014,2.253855,0.001907865,594.7347,53.78534,269.6366,0.2288575,95.14452,135.592,10.11187,162.542361778103,161.088,21.69506,1212.73307559151,1205.722,122.8801,83.83768,84.18085,2699.581,248.7908
5.00002,B,5.00002,1.179476,0.001540707,2.347665,0.001625151,591.7607,50.87849,331.95,0.2302422,93.2856,134.3972,10.27789,132.40200275943,131.0044,19.18691,1345.45287287271,1337.159,141.8268,83.63644,83.94552,3972.796,381.2098
6.000038,S,0.18,1.222735,0.02931237,0.7565085,0.005932759,0,24.77551,66.10992,0.5175731,53.15,61.68307,2.73496,-117.869309047448,-117.448,-9.956973,1385.79827541635,1376.854,149.8589,83.51612,83.78829,5359.497,530.7155
7.000038,S,1.179999,1.130199,0.01021716,0.7794899,0.001679947,0,24.77551,55.0336,0.1184155,53.15,61.63475,2.719472,-103.498936558028,-103.1837,-8.071798,1275.26675544545,1266.582,141.2427,83.31966,83.63696,6679.465,676.1497
8.000036,S,2.179998,1.048615,-0.001585189,0.7871222,-0.0002207809,0,24.77551,45.34001,-0.01269789,53.15,61.57542,2.700454,-90.9182831409063,-90.6727,-6.678,1178.3584121915,1169.862,133.9146,83.11382,83.46976,7896.175,813.6245
9.000036,S,3.179997,0.9796252,0.001622231,0.6769808,0.0002689151,0,24.77551,32.319,0.01282069,53.15,61.22044,2.58668,-74.0174660963034,-73.85352,-4.923705,1096.68115740171,1088.279,128.1581,82.90469,83.28366,9023.443,944.5135
