Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,65.91922,0,0,102.58,108.5106,1.482641,0,0,0,0,0,0,87,87,0,0
0.9999993,B,0.9999993,0.327533,0.7822046,0.719754,0.2592556,911.0421,61.89025,9.054075,3.337092,100.6601,107.7639,1.775961,436.781716249712,435.9372,27.14821,382.298006226803,381.2093,21.49615,86.45712,86.77254,181.7906,10.1388
1.999998,B,1.999998,0.6447274,0.01954225,0.7213284,0.002544381,653.5366,58.11106,34.43725,0.1224911,98.7402,108.5028,2.440643,310.713110063531,309.5016,27.41161,745.652779636159,743.2745,52.17202,85.44217,85.98488,758.0291,46.90977
2.999998,B,2.999998,0.8932652,0.03349176,0.7271956,0.009602716,584.6446,55.13078,64.49848,0.8562257,96.82031,108.4812,2.915225,271.496341810272,270.3816,24.57751,1028.52792159142,1025.035,77.35818,85.31017,85.68414,1647.11,111.6249
3.999997,B,3.999997,1.123707,-0.004712028,1.019461,-0.001213375,594.9677,52.2323,136.9582,-0.1636442,94.90041,109.2003,3.574976,250.090662998481,248.8857,24.52036,1288.04810927547,1283.409,101.8862,85.131,85.46098,2804.855,201.3008
5.00002,B,5.00002,1.345923,0.001195719,0.92787,0.0004251426,592.2704,49.32545,169.2212,0.07778278,92.98047,108.6588,3.919582,243.918287440569,242.6863,24.4845,1535.03425812403,1529.205,126.3147,85.00634,85.278,4212.85,315.3985
6.000038,S,0.18,1.465804,0.02349268,0.6643021,0.005335728,0,24.55716,81.76498,0.6556425,53.15,60.93621,2.495579,-139.197421638714,-138.848,-9.856728,1658.6075960201,1652.113,139.2999,84.95144,85.18044,5843.913,452.0793
7.000038,S,1.179999,1.357763,-0.006082955,0.6993391,-0.0009046031,0,24.55716,68.97028,-0.08907112,53.15,61.03873,2.528439,-122.451197512275,-122.2134,-7.627623,1528.16744526072,1521.899,130.9371,84.80257,85.08265,7428.875,587.1074
8.000036,S,2.179998,1.261706,-0.0003258628,0.7324519,0.00005280545,0,24.55716,58.37022,0.004201695,53.15,61.13443,2.559111,-108.56083206192,-108.3537,-6.702981,1412.99451261563,1406.904,123.717,84.67797,84.97459,8891.548,714.3548
9.000036,S,3.179997,1.175629,0.002939964,0.7618275,0.0005548279,0,24.55716,49.93361,0.03631191,53.15,61.23544,2.591488,-97.5064568249169,-97.32703,-5.912559,1310.46486450423,1304.51,117.4521,84.53876,84.85522,10245.8,834.87
10.00004,S,4.180001,1.097817,0.00108816,0.7731687,0.0002165081,0,24.55716,41.99928,0.01174414,53.15,61.36052,2.631576,-87.1129453724431,-86.96504,-5.074157,1218.3980520104,1212.542,111.9785,84.3813,84.72369,11502.99,949.5179
